firstname;lastname;gender;year_of_birth;age;zip;city;country;party_short;district;list;list_place_1;list_place_2;incumbent;LINK_personal_website;LINK_facebook;LINK_Twitter;LINK_Instagram;X;name_bfs;vorname_bfs
Bruno;Boschung;m;1963;56;3184;Wünnewil;Schweiz;CVP;Freiburg;PDC Fribourg/CVP Freiburg;6;NA;0;NA;https://www.facebook.com/bruno.boschung;https://twitter.com/bruno_boschung;NA;NA;Boschung;Bruno
Christine;Bulliard-Marbach;f;1959;60;3182;Ueberstorf;Schweiz;CVP;Freiburg;PDC Fribourg/CVP Freiburg;1;NA;1;NA;https://www.facebook.com/ChristineBulliardMarbach/;https://twitter.com/BulliardMarbach;NA;NA;Bulliard-Marbach;Christine
Francine;Defferrard;f;1967;52;1752;Villars-sur-Glâne;Schweiz;CVP;Freiburg;PDC Fribourg/CVP Freiburg;2;NA;0;NA;https://www.facebook.com/francinedefferrard/;NA;NA;NA;Defferrard;Francine
Anne;Meyer Loetscher;f;1973;46;1479;Estavayer-le-Lac;Schweiz;CVP;Freiburg;PDC Fribourg/CVP Freiburg;3;NA;0;NA;https://www.facebook.com/anne.meyerloetscher;https://twitter.com/ameyerloetscher;https://www.instagram.com/anne_meyer_loetscher/;NA;Meyer Lötscher;Anne
Jean-Luc;Mossier;m;1962;57;1617;Remaufens;Schweiz;CVP;Freiburg;PDC Fribourg/CVP Freiburg;7;NA;0;NA;https://www.facebook.com/jeanluc.mossier;https://twitter.com/jmossier;https://www.instagram.com/jeanlucmossier/;NA;Mossier;Jean-Luc
Marie-France;Roth Pasquier;f;1968;51;1630;Bulle;Schweiz;CVP;Freiburg;PDC Fribourg/CVP Freiburg;4;NA;0;NA;https://www.facebook.com/MFRP20.10/;https://twitter.com/MFRP2010;https://www.instagram.com/mariefrance.rothpasquier/;NA;Roth Pasquier;Marie-France
Delphine;Bachmann;f;1988;31;1224;Chêne-Bougeries;Schweiz;CVP;Genf;PDC Genève;1;NA;0;NA;https://www.facebook.com/delphine.bachmann;https://twitter.com/BachmannDelphi1;NA;NA;Bachmann;Delphine
Claude;Bocquet;f;1962;57;1233;Bernex;Schweiz;CVP;Genf;PDC Genève;2;NA;0;NA;NA;NA;NA;NA;Bocquet;Claude
Sophie;Buchs;f;1987;32;1224;Chêne-Bougeries;Schweiz;CVP;Genf;PDC Genève;3;NA;0;NA;https://www.facebook.com/sophie.buchs.7;https://twitter.com/SophieBuchs;https://www.instagram.com/sophiebuchs/;NA;Buchs;Sophie
Hélène;Gache;f;1964;55;1224;Chêne-Bougeries;Schweiz;CVP;Genf;PDC Genève;4;NA;0;NA;https://www.facebook.com/helene.gache.33;NA;NA;NA;Gache;Hélène
Cyril;Huguenin;m;1976;43;1233;Bernex;Schweiz;CVP;Genf;PDC Genève;5;NA;0;NA;https://www.facebook.com/huguenin.cyril;https://twitter.com/HugueninCyril;NA;NA;Huguenin-Bergenat;Cyril
Vincent;Maitre;m;1981;38;1207;Genève;Schweiz;CVP;Genf;PDC Genève;6;NA;0;NA;https://www.facebook.com/vincent.maitre.5;NA;NA;NA;Maitre;Vincent
Laurent;Coste;m;1956;63;2740;Moutier;Schweiz;CVP;Bern;PDC liste romande;15;NA;0;NA;https://www.facebook.com/laurent.coste.79;NA;https://www.instagram.com/costela56;NA;Coste;Laurent
Philippe;De França;m;1961;58;2542;Pieterlen;Schweiz;CVP;Bern;PDC liste romande;4;NA;0;NA;https://www.facebook.com/philippe.defranca;NA;NA;NA;de França;Philippe
Tim;Frey;m;1972;47;3011;Bern;Schweiz;CVP;Bern;PDC liste romande;20;NA;0;NA;NA;NA;NA;NA;Frey;Tim
Catherine;Lindsay Otieno;f;1959;60;2740;Moutier;Schweiz;CVP;Bern;PDC liste romande;19;NA;0;NA;NA;NA;NA;NA;Lindsay Otieno;Kate
Roland;Piquerez;m;1955;64;2740;Moutier;Schweiz;CVP;Bern;PDC liste romande;13;NA;0;NA;https://www.facebook.com/roland.piquerez;NA;NA;NA;Piquerez;Roland
Yannick;Scheidegger;m;1993;26;3250;Lyss;Schweiz;CVP;Bern;PDC liste romande;11;NA;0;NA;https://www.facebook.com/scheidya;NA;NA;NA;Scheidegger;Yannick
Maryline;Tièche;f;1966;53;2740;Moutier;Schweiz;CVP;Bern;PDC liste romande;21;NA;0;NA;NA;NA;NA;NA;Tièche;Maryline
Jan;Homberger;m;1970;49;2074;Marin;Schweiz;CVP;Neuenburg;PDC Neuchâtel;3;NA;0;NA;NA;NA;NA;NA;Homberger;Jan
Joseph;Mucaria;m;1955;64;2300;La Chaux-de-Fonds;Schweiz;CVP;Neuenburg;PDC Neuchâtel;2;NA;0;NA;NA;NA;NA;NA;Mucaria;Joseph
Nathalie;Schallenberger;f;1965;54;2300;La Chaux-de-Fonds;Schweiz;CVP;Neuenburg;PDC Neuchâtel;1;NA;0;NA;https://www.facebook.com/nathalie.schallenberger;NA;NA;NA;Schallenberger;Nathalie
Claudio;Béglé Herrera;m;1989;30;1009;Pully;Schweiz;CVP;Waadt;PDC ouVERTure;9;NA;0;NA;NA;NA;NA;NA;Béglé;Claudio
Ana Patricia;Berclaz;f;1970;49;1400;Yverdon-les-Bains;Schweiz;CVP;Waadt;PDC ouVERTure;10;NA;0;http://www.berclazap.com;https://www.facebook.com/apbyverdon;https://twitter.com/AnaBerclaz?s=03;NA;NA;Berclaz;Ana Patricia
Raphaël;Darbellay;m;1977;42;1187;St-Oyens;Schweiz;CVP;Waadt;PDC ouVERTure;1;NA;0;NA;https://www.facebook.com/DarbellayElections2019/;https://twitter.com/R_Darbellay;NA;NA;Darbellay;Raphaël
Valérie;Dittli;f;1993;26;1005;Lausanne;Schweiz;CVP;Waadt;PDC ouVERTure;5;NA;0;NA;https://www.facebook.com/valerie.dittli;NA;NA;NA;NA;NA
Julian;Ebnother-Parker;m;1988;31;1400;Yverdon-les-Bains;Schweiz;CVP;Waadt;PDC ouVERTure;11;NA;0;NA;NA;NA;NA;NA;Ebnöther;Julian
Fiorenzo;Iori;m;1981;38;1008;Prilly;Schweiz;CVP;Waadt;PDC ouVERTure;4;NA;0;NA;https://www.facebook.com/fiorenzo.iori/;https://www.twitter.com.fior000;NA;NA;Iori;Fiorenzo
Mehdi;Jaballah;m;1999;20;1162;St-Prex;Schweiz;CVP;Waadt;PDC ouVERTure;12;NA;0;NA;https://www.facebook.com/mehdi.jaballah.7;NA;NA;NA;Jaballah;Mehdi
Jonathan;Luget;m;1993;26;1023;Crissier;Schweiz;CVP;Waadt;PDC ouVERTure;13;NA;0;NA;https://www.facebook.com/jonathan.lugetpdc/;NA;NA;NA;Luget;Jonathan
Tristan;Piguet;m;1980;39;1004;Lausanne;Schweiz;CVP;Waadt;PDC ouVERTure;3;NA;0;NA;https://www.facebook.com/tristan.piguet;https://twitter.com/piguettristan;NA;NA;Piguet;Tristan
David;Stauffer;m;1976;43;1008;Prilly;Schweiz;CVP;Waadt;PDC ouVERTure;2;NA;0;NA;https://www.facebook.com/david.stauffer.568;NA;NA;NA;Stauffer;David
Frédéric;Willemin;m;1966;53;1820;Montreux;Schweiz;CVP;Waadt;PDC ouVERTure;8;NA;0;NA;https://www.facebook.com/frederic.willemin.7;NA;NA;NA;Willemin;Frédéric
Nicolas;Winkelmann;m;1973;46;1854;Leysin;Schweiz;CVP;Waadt;PDC ouVERTure;6;NA;0;https://www.octawatt.ch/winkelmann;https://www.facebook.com/nicolas.winkelmann.52;NA;NA;NA;Winkelmann;Nicolas
Aditya;Yellepeddi;m;1985;34;1373;Chavornay;Schweiz;CVP;Waadt;PDC ouVERTure;7;NA;0;NA;https://www.facebook.com/Aditya-Yellepeddi-Politique-1502208230076436/;https://twitter.com/AYPOLITIQUE;NA;NA;Yellepeddi;Aditya
Antonie;Abate;m;1967;52;3063;Ittigen;Schweiz;CVP;Bern;PDC romand de Berne;18;NA;0;NA;NA;NA;NA;NA;Abate;Antonio
Ilona;Cervini;f;1990;29;2504;Biel;Schweiz;CVP;Bern;PDC romand de Berne;20;NA;0;NA;NA;https://twitter.com/valereMedietas;NA;NA;Cervini;Ilona
Laurentin;Docourt;m;1995;24;2608;Courtelary;Schweiz;CVP;Bern;PDC romand de Berne;2;NA;0;NA;NA;https://twitter.com/DocourtLolo95;https://www.instagram.com/ldocourt/;NA;Docourt;Laurentin
Laurent;Donzé;m;1960;59;2720;Tramelan;Schweiz;CVP;Bern;PDC romand de Berne;3;NA;0;NA;NA;NA;NA;NA;Donzé;Laurent
Bernard;Dreier;m;1959;60;2740;Moutier;Schweiz;CVP;Bern;PDC romand de Berne;14;NA;0;NA;https://www.facebook.com/bernard.dreier.967;NA;NA;NA;Dreier;Bernard
Bastien;Eschmann;m;1990;29;2740;Moutier;Schweiz;CVP;Bern;PDC romand de Berne;4;NA;0;NA;https://www.facebook.com/bastien.eschmann;NA;https://www.instagram.com/bastien_eschmann/;NA;Eschmann;Bastien
Jacques;Frei;m;1965;54;2738;Court;Schweiz;CVP;Bern;PDC romand de Berne;5;NA;0;NA;https://www.facebook.com/jacques.frei;NA;https://www.instagram.com/freijacques/;NA;Frei;Jacques
Mohamed;Hamdaoui;m;1964;55;2503;Biel/Bienne;Schweiz;CVP;Bern;PDC romand de Berne;7;NA;0;NA;https://www.facebook.com/profile.php?id=100007594275105;NA;NA;NA;Hamdaoui;Mohamed
Konstantin;Hoegen;m;1990;29;3007;Bern;Schweiz;CVP;Bern;PDC romand de Berne;19;NA;0;NA;NA;NA;NA;NA;Hoegen;Konstantin
Mendi;Latifi;m;1960;59;2740;Moutier;Schweiz;CVP;Bern;PDC romand de Berne;21;NA;0;NA;https://www.facebook.com/people/Mendi-Latifi/100003161702535;NA;https://www.instagram.com/mendi.latifi/;NA;Latifi;Mehdi
Sandra;Lo Curto;f;1959;60;2505;Biel/Bienne;Schweiz;CVP;Bern;PDC romand de Berne;8;NA;0;NA;https://www.facebook.com/slc.biel;NA;https://www.instagram.com/scribe_sandra/;NA;Lo Curto;Sandra
Tanja;Nadig;f;1973;46;3604;Thun;Schweiz;CVP;Bern;PDC romand de Berne;22;NA;0;NA;NA;NA;NA;NA;Nadig;Tanja
Pierre;Roth;m;1963;56;2740;Moutier;Schweiz;CVP;Bern;PDC romand de Berne;9;NA;0;NA;https://www.facebook.com/pierre.roth.79;NA;NA;NA;Roth;Pierre
Stéphanie;Schneider Riehle;f;1985;34;3007;Bern;Schweiz;CVP;Bern;PDC romand de Berne;11;NA;0;NA;NA;NA;NA;NA;Schneider-Riehle;Stéphanie
Maurizio;Simona;m;1951;68;3322;Urtenen-Schönbühl BE;Schweiz;CVP;Bern;PDC romand de Berne;17;NA;0;NA;NA;NA;NA;NA;Simona;Maurizio
Souad;Wehbé;f;1965;54;2740;Moutier;Schweiz;CVP;Bern;PDC romand de Berne;12;NA;0;NA;https://www.facebook.com/souade.wehbe;NA;NA;NA;Wehbé;Souade
Marcel;Winistoerfer;m;1957;62;2740;Moutier;Schweiz;CVP;Bern;PDC romand de Berne;13;NA;0;NA;https://www.facebook.com/marcel.winistoerfer.9;NA;NA;NA;Winistoerfer;Marcel
Florian;Baier;m;1980;39;1213;Lancy;Schweiz;EVP;Genf;PEV;1;2;0;NA;NA;NA;NA;NA;Baier;Florian
Jérôme;Beshara;m;1998;21;1203;Genève;Schweiz;EVP;Genf;PEV;11;NA;0;NA;NA;NA;NA;NA;Beshara;Jérôme
Igor;De Moraes;m;1997;22;1226;Thônex;Schweiz;EVP;Genf;PEV;6;NA;0;NA;NA;NA;NA;NA;De Moraes;Igor
Colin;Donaldson;m;1973;46;1003;Lausanne;Schweiz;EVP;Waadt;PEV;1;NA;0;NA;NA;NA;NA;NA;Donaldson;Colin
Stéphane;Ecuyer;m;1971;48;1226;Thônex;Schweiz;EVP;Genf;PEV;3;NA;0;NA;NA;NA;NA;NA;Ecuyer;Stéphane
Ourehonon;Gouanou;f;1988;31;1207;Genève;Schweiz;EVP;Genf;PEV;5;NA;0;NA;NA;NA;NA;NA;NA;NA
Joseph;Kabongo;m;1952;67;1203;Genève;Schweiz;EVP;Genf;PEV;8;NA;0;NA;NA;NA;NA;NA;Kabongo;Joseph
Catherine;Ladimi;f;1965;54;1213;Onex;Schweiz;EVP;Genf;PEV;9;NA;0;NA;NA;NA;NA;NA;Ladimi-Apel;Catherine
Jean;Manca;m;1969;50;1219;Vernier;Schweiz;EVP;Genf;PEV;10;NA;0;NA;NA;NA;NA;NA;Manca;Jean
Margarita;Meier Mazurskiy;f;1979;40;1203;Genève;Schweiz;EVP;Genf;PEV;7;NA;0;NA;NA;NA;NA;NA;Meier Mazurskiy;Margarita
Etienne;Rochat;m;1967;52;1216;Meyrin;Schweiz;EVP;Genf;PEV;4;NA;0;NA;NA;NA;NA;NA;Rochat;Etienne
Silvio;Mittempergher;m;1967;52;2843;Châtillon JU;Schweiz;EVP;Jura;PEV Jura;1;NA;0;NA;NA;NA;NA;NA;Mittempergher;Silvio
Frédéric;Nicolet;m;1975;44;2842;Rossemaison;Schweiz;EVP;Jura;PEV Jura;2;NA;0;NA;NA;NA;NA;NA;Nicolet;Frédéric
Philipp;Jutzi;m;1971;48;3800;Interlaken;Schweiz;Parteilos;Bern;Philipp Jutzi;1;NA;0;NA;https://www.facebook.com/jutziphilipp;https://twitter.com/JUTZIPhilipp;https://www.instagram.com/jutziphilipp/;NA;Jutzi;Philipp
Jennifer;Martinel;f;1985;34;6850;Mendrisio;Schweiz;Più Donne;Tessin;Più Donne;1;NA;0;https://www.facebook.com/pg/iovotojennifer/posts/;https://www.facebook.com/people/Jenni-Martinel/100011322334331;NA;NA;NA;Martinel;Jennifer
Tamara;Merlo;f;1968;51;6900;Lugano;Schweiz;Più Donne;Tessin;Più Donne;2;NA;0;http://piudonne.ch;https://www.facebook.com/tamaramerlo.ch;https://twitter.com/Tamara_Merlo;NA;NA;Merlo;Tamara
Maura;Mossi Nembrini;f;1969;50;6512;Giubiasco;Schweiz;Più Donne;Tessin;Più Donne;3;NA;0;NA;https://www.facebook.com/maura.mossinembrini/;NA;NA;NA;Mossi Nembrini;Maura
Caroline;Schlunke;f;1993;26;6654;Cavigliano;Schweiz;Più Donne;Tessin;Più Donne;4;NA;0;NA;https://www.facebook.com/profile.php?id=664223836;NA;NA;NA;Schlunke;Caroline
Jorgo;Ananiadis;m;1969;50;3072;Ostermundigen;Schweiz;Piraten;Bern;Piraten;1;2;0;https://www.jorgo.com;https://www.facebook.com/ananiadis;NA;NA;NA;Ananiadis;Jorgo
Elisabeth;Bill-Blaser;f;1979;40;3432;Lützelflüh;Schweiz;Piraten;Bern;Piraten;21;NA;0;NA;NA;NA;NA;NA;Bill-Blaser;Elisabeth
Alfred;Blaser;m;1976;43;3432;Lützelflüh;Schweiz;Piraten;Bern;Piraten;7;8;0;http://be.piratenpartei.ch;https://www.facebook.com/NeXtrush;NA;NA;NA;Blaser;Alfred
Damir;Brun del Re;m;1992;27;3072;Ostermundigen;Schweiz;Piraten;Bern;Piraten;22;NA;0;NA;NA;NA;NA;NA;Brun del Re;Damir
Christian M.;Flury;m;1967;52;4542;Luterbach;Schweiz;Piraten;Bern;Piraten;15;16;0;https://meinereiner.ch;NA;NA;NA;NA;Flury;Christian M.
Pascal;Fouquet;m;1981;38;3125;Toffen;Schweiz;Piraten;Bern;Piraten;3;4;0;NA;NA;NA;NA;NA;Fouquet;Pascal
Melanie;Hartmann;f;1985;34;3951;Agarn;Schweiz;Piraten;Bern;Piraten;24;NA;0;http://www.sinnfrei.ch/mela;http://www.facebook.com/sinnfreimela;NA;NA;NA;Hartmann;Melanie
Judith;Heinichen;f;1965;54;3072;Ostermundigen;Schweiz;Piraten;Bern;Piraten;11;12;0;NA;https://www.facebook.com/judith.heinichen;NA;https://www.instagram.com/judithheinichen/;NA;Heinichen;Judith
André;Kunz;m;1976;43;3005;Bern;Schweiz;Piraten;Bern;Piraten;5;6;0;https://www.kunokunz.ch;https://www.facebook.com/andre.kunz.76;NA;NA;NA;Kunz;André
Manfred;Pürro;m;1980;39;1715;Alterswil;Schweiz;Piraten;Bern;Piraten;19;20;0;NA;https://www.facebook.com/puerro;NA;NA;NA;Pürro;Manfred
Manuel;Schaffner;m;1971;48;3014;Bern;Schweiz;Piraten;Bern;Piraten;23;NA;0;NA;NA;NA;NA;NA;Schaffner;Manuel
Annette;Toggwiler-Bumann;f;1973;46;3072;Ostermundigen;Schweiz;Piraten;Bern;Piraten;13;14;0;NA;NA;NA;NA;NA;Toggwiler-Bumann;Annette
Rozalija Rosi;Wildi;f;1985;34;3360;Herzogenbuchsee;Schweiz;Piraten;Bern;Piraten;17;18;0;NA;NA;NA;NA;NA;Wildi;Rozalija
Andreas Res;Zimmermann;m;1984;35;2503;Biel;Schweiz;Piraten;Bern;Piraten;9;10;0;NA;NA;NA;NA;NA;Zimmermann;Andreas Res
Mike;Schaffner;m;1991;28;4226;Breitenbach;Schweiz;Piraten;Basel-Stadt;Piratenpartei;1;5;0;http://mikeschaffner.ch/;https://www.facebook.com/profile.php?id=100006324073628;https://twitter.com/m_schaffner;https://www.instagram.com/vegankitchenhero;NA;Schaffner;Mike
Barbara;Seiler;f;1973;46;68300;Saint Louis;Frankreich;Piraten;Basel-Stadt;Piratenpartei;2;4;0;https://piraten-basel.ch/;https://www.facebook.com/barbara.seiler.9;https://twitter.com/seilerbarbara;NA;NA;Seiler;Barbara
Jonas;Witmer;m;1995;24;4142;Münchenstein;Schweiz;Piraten;Basel-Stadt;Piratenpartei;3;NA;0;https://jonaswitmer.ch/;NA;https://twitter.com/JonasWitmer;NA;NA;Witmer;Jonas
Raymond;Bloch;m;1980;39;5408;Ennetbaden;Schweiz;Parteilos;Aargau;Piratenpartei Aargau;9;10;0;NA;https://www.facebook.com/raymond.bloch;NA;NA;NA;Bloch;Raymond
Markus;Amsler;m;1977;42;5063;Wölflinswil;Schweiz;Piraten;Aargau;Piratenpartei Aargau;7;8;0;NA;https://www.facebook.com/markus.amsler.3;https://twitter.com/AmslerMarkus;NA;NA;Amsler;Markus
Kilian;Brogli;m;1977;42;5074;Eiken;Schweiz;Piraten;Aargau;Piratenpartei Aargau;5;6;0;NA;https://www.facebook.com/kilian.brogli/;https://twitter.com/KilianBrogli;https://www.instagram.com/kilianbrogli/;NA;Brogli;Kilian
Nancy;Holten;f;1974;45;5073;Gipf-Oberfrick;Schweiz;Piraten;Aargau;Piratenpartei Aargau;3;4;0;NA;https://www.facebook.com/nancy.holten;https://twitter.com/NancyHolten;https://www.instagram.com/nancyholten/;NA;Holten;Nancy
Patrick;Neff;m;1963;56;5070;Frick;Schweiz;Piraten;Aargau;Piratenpartei Aargau;11;12;0;NA;NA;NA;NA;NA;NA;NA
Sylvia;Oldenburg-Marbacher;f;1983;36;5107;Schinznach Dorf;Schweiz;Piraten;Aargau;Piratenpartei Aargau;1;2;0;NA;https://www.facebook.com/sylvia.marbacher;https://twitter.com/OldenburgSylvi;https://www.instagram.com/sylviaoldenburgmarbacher/;NA;Oldenburg-Marbacher;Sylvia
Cédric;Baier;m;1983;36;8002;Zürich;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;13;14;0;http://www.cedi.ch/;NA;https://www.twitter.com/cedi_ch;NA;NA;Baier;Cédric
Philippe;Burger;m;1988;31;7252;Klosters Dorf;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;25;26;0;https://www.vimentis.ch/philipp_burger;https://www.facebook.com/pipo.langstrumpf.1;https://twitter.com/LangstrumpfPipo;NA;NA;Burger;Philippe (Pipo Langstrumpf)
Bruno;Elmer;m;1975;44;8714;Feldbach;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;23;24;0;NA;NA;NA;NA;NA;Elmer;Bruno
Dominik;Fehr;m;1964;55;8008;Zürich;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;21;22;0;NA;NA;NA;NA;NA;Fehr;Dominik (Nick)
Björn;Grov;m;1971;48;8413;Neftenbach;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;15;16;0;NA;NA;NA;NA;NA;Grov;Björn
David;Herzog;m;1981;38;8400;Winterthur;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;1;2;0;https://www.davidherzog.ch/;NA;https://twitter.com/diuuk;NA;NA;Herzog;David
Sara;Ilg Grov;f;1980;39;8413;Neftenbach;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;17;18;0;NA;NA;NA;NA;NA;Ilg Grov;Sara
Mattia;Incerti;m;1989;30;8305;Dietlikon;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;7;8;0;NA;NA;NA;NA;NA;Incerti;Mattia Luca
Patrick;Lauber;m;1980;39;8302;Kloten;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;33;34;0;NA;NA;NA;NA;NA;Lauber;Patrick
Biljana;Lukic;f;1987;32;6004;Luzern;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;9;10;0;NA;https://www.facebook.com/BiljanaAmbrosiaLukic;NA;NA;NA;Lukic;Biljana
Reyna;Lyrenmann;f;1963;56;8404;Winterthur;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;29;30;0;NA;https://www.facebook.com/reyna.lyrenmann.3;NA;NA;NA;Lyrenmann;Reyna
Daniel;Peter;m;1971;48;8049;Zürich;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;3;4;0;http://www.danielcpeter.ch;https://www.facebook.com/Piratenpolitiker/;NA;NA;NA;Peter;Daniel
Marc;Rubin;m;1991;28;8953;Dietikon;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;27;28;0;https://rubin-security.com/;NA;https://www.twitter.com/Rubin_Marc;NA;NA;Rubin;Marc
Franziska;Schnellmann;f;1986;33;8302;Kloten;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;31;32;0;NA;NA;NA;NA;NA;Schnellmann;Franziska
Renato;Sigg;m;1988;31;8492;Hettlingen;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;11;12;0;NA;NA;NA;NA;NA;Sigg;Renato
Michael;Stolz;m;1974;45;8156;Oberhasli;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;35;NA;0;http://mischapedia.ch/;NA;https://twitter.com/mischapedia;NA;NA;Stolz;Michael
Marcel;Thomi;m;1980;39;8047;Zürich;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;19;20;0;NA;NA;NA;NA;NA;Thomi;Marcel
Valentina;Welser;f;1986;33;8400;Winterthur;Schweiz;Piraten;Zürich;Piratenpartei humanistisch liberal progressiv;5;6;0;NA;NA;NA;NA;NA;Welser;Valentina
Guy;Mettan;m;1956;63;1208;Genève;Schweiz;Parteilos;Genf;Planète Bleue;1;NA;0;NA;https://www.facebook.com/guy.mettan;https://twitter.com/GuyMettan;NA;NA;Mettan;Guy
Shantidas;Annen;m;1978;41;1008;Prilly;Schweiz;FDP;Waadt;PLR Innovation;1;NA;0;http://www.sanrecrutement.ch;NA;https://twitter.com/ShantidasAnnen;NA;NA;Annen;Shantidas
Vincent;Arlettaz;m;1986;33;1095;Lutry;Schweiz;FDP;Waadt;PLR Innovation;2;NA;0;NA;https://www.facebook.com/VincentArlettaz;https://twitter.com/VincentArlettaz;https://www.instagram.com/vincentarlettaz/;NA;Arlettaz;Vincent
Cédric;Blanc;m;1968;51;1823;Glion;Schweiz;FDP;Waadt;PLR Innovation;3;NA;0;NA;https://www.facebook.com/cedric.blanc.7334;NA;NA;NA;Blanc;Cédric
Geneviève;Brunner-Frass;f;1980;39;1815;Clarens;Schweiz;FDP;Waadt;PLR Innovation;4;NA;0;NA;NA;NA;NA;NA;Brunner-Frass;Geneviève
Josephine;Byrne Garelli;f;1956;63;1180;Rolle;Schweiz;FDP;Waadt;PLR Innovation;5;NA;0;NA;https://www.facebook.com/jbyrnegarelli/;NA;https://www.instagram.com/josephinebyrnegarelli/;NA;Byrne Garelli;Josephine
Laurence;Cretegny;f;1967;52;1136;Bussy-Chardonney;Schweiz;FDP;Waadt;PLR Innovation;6;NA;0;NA;https://www.facebook.com/laurence.cretegny;https://twitter.com/LCretegny;https://www.instagram.com/laurencecretegny/;NA;Cretegny;Laurence
Anna;Crole-Rees;f;1961;58;1005;Lausanne;Schweiz;FDP;Waadt;PLR Innovation;7;NA;0;NA;https://www.facebook.com/anna.crolerees;NA;NA;NA;Crole-Rees;Anna
Boris;Cuanoud;m;1974;45;1163;ETOY;Schweiz;FDP;Waadt;PLR Innovation;8;NA;0;NA;https://www.facebook.com/boris.cuanoud;https://twitter.com/BorisCuanoud;https://www.instagram.com/boris.cuanoud/;NA;Cuanoud;Boris
Marc;Ehrlich;m;1971;48;1009;Pully;Schweiz;FDP;Waadt;PLR Innovation;9;NA;0;NA;https://www.facebook.com/marc.ehrlich.92;NA;https://www.instagram.com/marc.ehrlich/;NA;Ehrlich;Marc
Monique;Hofstetter;f;1962;57;1375;Penthéréaz;Schweiz;FDP;Waadt;PLR Innovation;10;NA;0;NA;NA;NA;NA;NA;Hofstetter;Monique
Corinne;Ingold;f;1963;56;1844;Villeneuve;Schweiz;FDP;Waadt;PLR Innovation;11;NA;0;NA;https://www.facebook.com/corinne.ingold;https://twitter.com/corinne_ingold;NA;NA;Ingold;Corinne
Laurent;Kilchherr;m;1977;42;1297;Founex;Schweiz;FDP;Waadt;PLR Innovation;12;NA;0;NA;https://www.facebook.com/laurent.kilchherr;NA;https://www.instagram.com/lkilchherr77/;NA;Kilchherr;Laurent
Sébastien;Kulling;m;1974;45;1006;Lausanne;Schweiz;FDP;Waadt;PLR Innovation;13;NA;0;NA;https://www.facebook.com/sebastien.kulling;https://twitter.com/SebKulling;NA;NA;Kulling;Sébastien
Frédéric;Mani;m;1975;44;1195;Dully;Schweiz;FDP;Waadt;PLR Innovation;14;NA;0;NA;https://www.facebook.com/frederic.mani.5;NA;https://www.instagram.com/fredericmani1195/;NA;Mani;Frédéric
Sandro;Patronaggio;m;1979;40;1000;Lausanne 25;Schweiz;FDP;Waadt;PLR Innovation;15;NA;0;NA;https://www.facebook.com/patronaggio;NA;https://www.instagram.com/sandro_patronaggio/;NA;Patronaggio;Sandro
Susan;Sax;f;1986;33;1004;Lausanne;Schweiz;FDP;Waadt;PLR Innovation;16;NA;0;NA;https://www.facebook.com/susan.e.sax;NA;NA;NA;Sax;Susan
Nicolas;Suter;m;1971;48;1170;Aubonne;Schweiz;FDP;Waadt;PLR Innovation;17;NA;0;NA;https://www.facebook.com/nicolas.suter.12;NA;NA;NA;Suter;Nicolas
Monique;Tombez;f;1965;54;1510;Moudon;Schweiz;FDP;Waadt;PLR Innovation;18;NA;0;NA;https://www.facebook.com/monique.tombez;NA;NA;NA;Tombez;Monique
Christian;Weiler;m;1962;57;1400;Yverdon-les-Bains;Schweiz;FDP;Waadt;PLR Innovation;19;NA;0;NA;https://www.facebook.com/christian.weiler.984;NA;NA;NA;Weiler;Christian
Marco;Bertoli;m;1963;56;6593;Cadenazzo;Schweiz;FDP;Tessin;PLR Partito liberale radicale ticinese;1;NA;0;NA;https://www.facebook.com/igorrighini?fref=search&__tn__=%2Cd%2CP-R&eid=ARBe94NgoJ8WXHFWzX3bXkm2rh0ISQ5INcJoJ_MgQUtS9sfGS2a0wF7y5bZmjZMjWZ1DSIFepxTUHqqp;NA;NA;NA;Bertoli;Marco
Rocco;Cattaneo;m;1958;61;6804;Bironico;Schweiz;FDP;Tessin;PLR Partito liberale radicale ticinese;2;NA;1;NA;https://www.facebook.com/rocco.cattaneo.plr/;NA;https://www.instagram.com/rocco.cattaneo/;NA;Cattaneo;Rocco
